dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,n_raters
gqa,fullload,FullLoad,1.0,full,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,,356.8507041782141,,,589.1160329338163,594.0768020227551,38.96944201551378,633.0462440382689,1132462080,2176,64,,535.0422562332824,,,1.0,1.0,null,0.0,,1132462080,0,64,0,1132462080,,,,,null,,,0
gqa,recompute,ReComp,,none,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,,0.0,,,502.06451292615384,502.06471991259605,38.56451506726444,540.6292349798605,0,0,0,,,,,,,null,,,0,0,0,0,0,,,,,null,,,
gqa,sparsevlm,SparseVLM,0.25,token,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,,376.1617091950029,,,736.6652439814061,743.1671629892662,49.59938698448241,792.7665499737486,895877120,2698,150,,659.3734017806128,,,0.7398897058823529,0.24444444444444444,null,0.15625,,842792960,0,118,0,895877120,,,,,null,,,12
gqa,reorder_prefix_chunk@25,Reorder+Prefix,0.25,chunk,n314171,201548698,What do you think is the alcohol in?,Wine,"[""blender""]",0.0,3,0.208580051548779,119.0374733414501,52.48629627749324,203.9360370254144,60.734368045814335,264.7333890199661,38.35618996527046,303.0895789852366,293601280,512,65,145.71060193702579,0.0,8.0,34,0.23529411764705882,0.2437065972222222,"[0.23703703703703705, 0.23703703703703705, 0.2518518518518518, 0.23796296296296296, 0.24166666666666667, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.2375, 0.23703703703703705, 0.23796296296296296, 0.24212962962962964, 0.23842592592592593, 0.2388888888888889, 0.24814814814814815, 0.2439814814814815, 0.24212962962962964, 0.23796296296296296, 0.2439814814814815, 0.25092592592592594, 0.24768518518518517, 0.2523148148148148, 0.25046296296296294, 0.25277777777777777, 0.2462962962962963, 0.24722222222222223, 0.25046296296296294, 0.24861111111111112, 0.24861111111111112, 0.25046296296296294, 0.25092592592592594]",0.0,256,268435456,25165824,64,1,293601280,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7]]",sidecar,True,0
gqa,reorder_prefix_chunk@50,Reorder+Prefix,0.5,chunk,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,0.3437920240685344,225.86285101715475,87.16668887063861,375.9980950271711,60.545814922079444,436.61413295194507,37.806157022714615,474.4202899746597,595591168,1088,65,281.68247314170003,0.0,17.0,34,0.5,0.5052372685185185,"[0.5037037037037037, 0.5037037037037037, 0.5083333333333333, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5055555555555555, 0.5037037037037037, 0.5074074074074074, 0.5078703703703704, 0.5111111111111111, 0.5060185185185185, 0.5037037037037037, 0.5087962962962963, 0.5087962962962963, 0.5074074074074074, 0.5101851851851852, 0.5083333333333333]",0.0,544,570425344,25165824,64,1,595591168,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]]",sidecar,True,0
gqa,visionzip_static_chunk@25,visionzip_static_chunk@25,0.25,chunk,n314171,201548698,What do you think is the alcohol in?,Alcohol,"[""blender""]",0.0,4,4.258132306858897,158.2744310144335,54.81951485853642,252.800083020702,52.949385019019246,305.81375502515584,56.8791120313108,362.69286705646664,293076992,512,179,187.80832865741104,0.0,8.0,34,0.23529411764705882,0.2449363425925926,"[0.25925925925925924, 0.23703703703703705, 0.2518518518518518, 0.23796296296296296, 0.2412037037037037, 0.23703703703703705, 0.23703703703703705, 0.23796296296296296, 0.23703703703703705, 0.24027777777777778, 0.23703703703703705, 0.23935185185185184, 0.24583333333333332, 0.2412037037037037, 0.24259259259259258, 0.24861111111111112, 0.24259259259259258, 0.2462962962962963, 0.2412037037037037, 0.2439814814814815, 0.24953703703703703, 0.24722222222222223, 0.2523148148148148, 0.25092592592592594, 0.2523148148148148, 0.24675925925925926, 0.24953703703703703, 0.2462962962962963, 0.2449074074074074, 0.25092592592592594, 0.2518518518518518, 0.25]",0.0,256,267911168,25165824,178,1,293076992,32,0,0,static,"[[3, 4, 6, 7, 8, 9, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 8], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 7, 10], [0, 1, 2, 3, 4, 6, 8, 9], [0, 1, 2, 3, 4, 5, 6, 16], [0, 1, 2, 3, 4, 6, 15, 16], [0, 1, 2, 3, 4, 5, 6, 15], [0, 1, 2, 3, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 7, 13], [0, 1, 2, 3, 4, 5, 7, 9], [0, 1, 2, 3, 4, 5, 9, 10], [0, 1, 2, 3, 4, 5, 9, 12], [0, 1, 2, 3, 4, 5, 8, 12], [0, 1, 2, 3, 4, 5, 9, 15], [0, 1, 2, 3, 4, 5, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 12], [0, 1, 2, 3, 4, 5, 11, 17], [0, 1, 2, 3, 4, 6, 10, 13], [0, 1, 2, 3, 8, 9, 12, 16], [0, 1, 2, 3, 4, 5, 11, 19], [0, 1, 2, 3, 4, 5, 6, 14], [0, 1, 2, 3, 4, 7, 9, 21], [0, 1, 2, 4, 5, 7, 11, 33], [0, 1, 2, 4, 6, 8, 10, 33], [0, 1, 2, 4, 7, 8, 11, 12], [0, 1, 2, 3, 4, 6, 11, 15], [0, 1, 3, 4, 5, 6, 7, 15]]",sidecar,,0
gqa,visionzip_static_chunk@50,visionzip_static_chunk@50,0.5,chunk,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,5.141611094586551,274.74237990099937,90.14809923246503,444.05174802523106,45.364155899733305,489.48797793127596,38.3260800736025,527.8140580048785,594804736,1088,281,341.84166393242776,0.0,17.0,34,0.5,0.5064091435185185,"[0.5259259259259259, 0.5037037037037037, 0.5097222222222222, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5037037037037037, 0.5041666666666667, 0.5037037037037037, 0.5046296296296297, 0.5050925925925925, 0.5046296296296297, 0.5046296296296297, 0.5037037037037037, 0.5055555555555555, 0.5055555555555555, 0.5037037037037037, 0.5060185185185185, 0.5083333333333333, 0.5069444444444444, 0.5097222222222222, 0.5097222222222222, 0.5111111111111111, 0.5083333333333333, 0.5046296296296297, 0.5046296296296297, 0.5032407407407408, 0.5101851851851852, 0.5064814814814815, 0.5087962962962963]",0.0,544,569638912,25165824,280,1,594804736,32,0,0,static,"[[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 15, 16, 19, 21, 24], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 21, 24, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 16, 18, 19, 21, 22], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 15, 19, 21, 23, 25, 26], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 13, 14, 16, 18, 23, 24, 26], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 16, 19, 23, 30], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 29], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 20, 23], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 21, 28], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 18, 21, 25, 27], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 17, 18, 22, 33], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 17, 22, 24, 33], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 20, 21, 25], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 15, 16, 17, 22, 25, 33], [0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 14, 15, 16, 21, 22, 25]]",sidecar,,0
gqa,diverse_chunk@25,diverse_chunk@25,0.25,chunk,n314171,201548698,What do you think is the alcohol in?,Wine,"[""blender""]",0.0,3,16.014120192267,214.66758323367685,47.429352067410946,309.82472200412303,36.94705502130091,346.818670979701,38.21514896117151,385.0338199408725,288620544,512,423,240.52124144509435,0.0,8.0,34,0.23529411764705882,0.24739583333333334,"[0.22962962962962963, 0.22962962962962963, 0.24537037037037038, 0.2513888888888889, 0.25092592592592594, 0.24583333333333332, 0.24027777777777778, 0.2439814814814815, 0.24259259259259258, 0.24861111111111112, 0.24444444444444444, 0.24537037037037038, 0.25462962962962965, 0.24722222222222223, 0.24861111111111112, 0.2537037037037037, 0.24305555555555555, 0.2550925925925926, 0.24583333333333332, 0.25601851851851853, 0.25324074074074077, 0.24675925925925926, 0.25555555555555554, 0.24768518518518517, 0.25324074074074077, 0.24537037037037038, 0.24861111111111112, 0.25277777777777777, 0.24768518518518517, 0.24675925925925926, 0.24861111111111112, 0.24814814814814815]",0.0,256,263454720,25165824,422,1,288620544,0,0,32,diverse_only,"[[0, 1, 4, 6, 9, 22, 28, 33], [0, 1, 4, 6, 9, 23, 30, 33], [0, 1, 3, 6, 12, 19, 27, 33], [0, 4, 7, 10, 14, 21, 31, 32], [0, 2, 5, 13, 24, 27, 28, 32], [0, 1, 8, 17, 21, 23, 29, 32], [0, 3, 19, 23, 27, 28, 31, 33], [0, 7, 20, 27, 28, 30, 31, 33], [0, 1, 15, 20, 25, 28, 29, 32], [2, 14, 20, 24, 26, 31, 32, 33], [0, 7, 18, 22, 26, 30, 31, 33], [0, 2, 10, 13, 21, 28, 29, 33], [0, 5, 14, 20, 22, 27, 30, 32], [1, 7, 15, 18, 19, 31, 32, 33], [0, 1, 3, 4, 11, 20, 24, 28], [1, 2, 6, 11, 23, 26, 27, 31], [0, 1, 5, 6, 17, 18, 21, 33], [0, 3, 11, 18, 23, 28, 29, 31], [0, 2, 5, 10, 23, 24, 28, 33], [0, 1, 12, 22, 23, 27, 30, 31], [0, 5, 10, 11, 20, 25, 30, 32], [0, 5, 13, 20, 21, 28, 30, 33], [0, 1, 6, 13, 23, 24, 29, 31], [0, 6, 7, 18, 23, 26, 31, 33], [0, 1, 5, 16, 20, 27, 30, 32], [0, 1, 6, 13, 21, 23, 32, 33], [0, 5, 16, 25, 26, 27, 28, 33], [0, 1, 5, 12, 18, 25, 27, 32], [0, 4, 10, 17, 22, 29, 32, 33], [0, 4, 13, 16, 22, 28, 31, 33], [0, 8, 10, 15, 23, 27, 30, 33], [0, 4, 17, 18, 23, 28, 32, 33]]",sidecar,,0
gqa,diverse_chunk@50,diverse_chunk@50,0.5,chunk,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,42.78958681970835,362.638380844146,94.52244965359569,594.5041669765487,42.79386892449111,637.3672569170594,38.95733004901558,676.324586966075,587988992,1088,595,449.97676997445524,0.0,17.0,34,0.5,0.5042100694444445,"[0.4962962962962963, 0.4962962962962963, 0.5078703703703704, 0.49722222222222223, 0.5069444444444444, 0.49953703703703706, 0.5023148148148148, 0.4986111111111111, 0.4962962962962963, 0.5013888888888889, 0.5009259259259259, 0.5041666666666667, 0.5046296296296297, 0.5023148148148148, 0.5009259259259259, 0.5120370370370371, 0.5009259259259259, 0.512962962962963, 0.5018518518518519, 0.5055555555555555, 0.5101851851851852, 0.5097222222222222, 0.5074074074074074, 0.5064814814814815, 0.5060185185185185, 0.5064814814814815, 0.5064814814814815, 0.5069444444444444, 0.5050925925925925, 0.5060185185185185, 0.5078703703703704, 0.5069444444444444]",0.0,544,562823168,25165824,594,1,587988992,0,0,32,diverse_only,"[[0, 1, 2, 3, 4, 5, 6, 9, 10, 12, 14, 18, 22, 24, 28, 32, 33], [0, 1, 3, 4, 5, 6, 9, 11, 12, 15, 16, 20, 22, 23, 30, 31, 33], [0, 1, 2, 3, 4, 6, 9, 12, 13, 17, 18, 19, 26, 27, 31, 32, 33], [0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 21, 28, 31, 32, 33], [0, 2, 3, 5, 11, 13, 15, 20, 24, 25, 26, 27, 28, 30, 31, 32, 33], [0, 1, 3, 4, 5, 8, 12, 17, 19, 21, 23, 24, 26, 28, 29, 32, 33], [0, 1, 3, 5, 8, 12, 17, 19, 21, 23, 25, 27, 28, 30, 31, 32, 33], [0, 1, 2, 3, 7, 9, 14, 19, 20, 24, 25, 27, 28, 30, 31, 32, 33], [0, 1, 2, 3, 4, 6, 8, 13, 15, 18, 20, 24, 25, 28, 29, 32, 33], [0, 1, 2, 3, 5, 6, 14, 15, 18, 20, 22, 24, 26, 29, 31, 32, 33], [0, 1, 2, 7, 8, 15, 18, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33], [0, 2, 3, 5, 7, 10, 13, 15, 16, 21, 26, 27, 28, 29, 30, 31, 33], [0, 1, 2, 5, 6, 7, 11, 14, 16, 20, 22, 25, 27, 28, 30, 32, 33], [0, 1, 2, 5, 6, 7, 9, 15, 16, 18, 19, 22, 23, 27, 31, 32, 33], [0, 1, 2, 3, 4, 5, 6, 11, 15, 16, 20, 22, 24, 26, 28, 31, 33], [0, 1, 2, 3, 5, 6, 9, 11, 12, 14, 16, 23, 25, 26, 27, 30, 31], [0, 1, 3, 4, 5, 6, 7, 8, 14, 17, 18, 19, 21, 28, 31, 32, 33], [0, 1, 3, 6, 7, 8, 11, 13, 14, 17, 18, 20, 23, 27, 28, 29, 31], [0, 1, 2, 3, 5, 6, 9, 10, 11, 17, 20, 23, 24, 25, 28, 32, 33], [0, 1, 3, 4, 5, 7, 12, 15, 16, 22, 23, 26, 27, 28, 30, 31, 33], [0, 3, 5, 6, 9, 10, 11, 12, 13, 15, 19, 20, 23, 25, 29, 30, 32], [0, 1, 4, 5, 8, 12, 13, 19, 20, 21, 23, 25, 27, 28, 29, 30, 33], [0, 1, 2, 4, 6, 11, 13, 16, 17, 19, 21, 22, 23, 24, 29, 31, 33], [0, 1, 4, 5, 6, 7, 9, 11, 12, 18, 19, 21, 23, 26, 27, 31, 33], [0, 1, 2, 5, 8, 11, 12, 16, 19, 20, 22, 23, 26, 27, 30, 32, 33], [0, 1, 3, 6, 7, 10, 11, 13, 14, 15, 19, 20, 21, 23, 28, 32, 33], [0, 1, 2, 4, 5, 6, 7, 8, 13, 16, 18, 20, 25, 26, 27, 28, 33], [0, 1, 2, 3, 5, 6, 8, 9, 12, 18, 22, 23, 25, 27, 31, 32, 33], [0, 1, 3, 4, 5, 8, 9, 10, 17, 19, 22, 23, 28, 29, 30, 32, 33], [0, 1, 4, 5, 8, 11, 13, 15, 16, 19, 22, 26, 28, 30, 31, 32, 33], [0, 1, 4, 7, 8, 10, 14, 15, 19, 22, 23, 24, 27, 28, 30, 32, 33], [0, 1, 2, 4, 6, 8, 10, 12, 17, 18, 22, 23, 24, 28, 30, 32, 33]]",sidecar,,0
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n314171,201548698,What do you think is the alcohol in?,Blender,"[""blender""]",1.0,3,15.447226702235639,180.74464960955083,52.4225365370512,283.5993650369346,41.39971302356571,325.0618301099166,38.769186940044165,363.8310170499608,290193408,512,253,209.7929489100352,0.0,8.0,34,0.23529411764705882,0.24363425925925927,"[0.23148148148148148, 0.22962962962962963, 0.2518518518518518, 0.2388888888888889, 0.2490740740740741, 0.23703703703703705, 0.22962962962962963, 0.23055555555555557, 0.23703703703703705, 0.2412037037037037, 0.22962962962962963, 0.24027777777777778, 0.2490740740740741, 0.23657407407407408, 0.25, 0.25277777777777777, 0.24675925925925926, 0.24722222222222223, 0.2388888888888889, 0.24953703703703703, 0.2513888888888889, 0.24027777777777778, 0.25462962962962965, 0.24444444444444444, 0.2537037037037037, 0.23981481481481481, 0.24444444444444444, 0.25416666666666665, 0.25324074074074077, 0.24583333333333332, 0.24444444444444444, 0.25277777777777777]",0.0,256,265027584,25165824,252,1,290193408,32,0,32,static_diverse,"[[0, 3, 4, 6, 7, 11, 12, 33], [0, 1, 2, 3, 4, 5, 32, 33], [0, 1, 2, 3, 4, 5, 12, 16], [0, 1, 2, 3, 4, 5, 26, 32], [0, 1, 2, 3, 4, 8, 21, 27], [0, 1, 2, 3, 4, 5, 25, 32], [0, 1, 2, 3, 4, 7, 28, 33], [0, 1, 2, 3, 4, 9, 29, 33], [0, 1, 2, 3, 4, 6, 28, 32], [0, 1, 2, 3, 4, 15, 27, 31], [0, 1, 2, 3, 4, 5, 28, 33], [0, 1, 2, 3, 5, 6, 26, 29], [0, 1, 2, 3, 4, 5, 31, 32], [0, 1, 2, 3, 4, 5, 23, 33], [0, 1, 2, 4, 9, 10, 18, 28], [0, 1, 2, 3, 5, 12, 27, 31], [0, 1, 2, 3, 4, 5, 21, 24], [0, 1, 2, 3, 4, 5, 25, 29], [0, 1, 2, 4, 5, 9, 25, 33], [0, 1, 2, 3, 4, 6, 29, 31], [0, 1, 2, 3, 4, 12, 23, 30], [0, 1, 2, 3, 5, 11, 25, 33], [0, 1, 2, 3, 4, 10, 26, 31], [0, 1, 2, 3, 12, 16, 30, 33], [0, 1, 2, 3, 4, 5, 22, 27], [0, 1, 2, 3, 4, 5, 26, 33], [0, 1, 2, 3, 4, 21, 24, 33], [0, 1, 2, 4, 5, 11, 22, 32], [0, 1, 2, 4, 6, 8, 29, 32], [0, 1, 2, 4, 8, 12, 28, 33], [0, 1, 2, 3, 4, 6, 23, 33], [0, 1, 3, 4, 6, 7, 27, 28]]",sidecar,,0
